證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比
085977,臺股指凱基0B購04,"25,000",7,"33,190",1.26,1.38,1.26,1.38,-,0.06,1.42,499,1.43,499,0.00
085978,臺股指凱基12購01,"493,000",22,"442,660",0.89,1.00,0.87,1.00, ,0.00,1.00,499,1.01,499,0.00
085979,聚陽元大08購01,"50,000",5,"153,200",3.06,3.14,3.01,3.01,X,0.00,2.96,100,3.04,10,264.50
085980,南帝元大09購01,0,0,0,--,--,--,--, ,0.00,11.00,100,--,0,141.00
085981,聯電元大0C購05,"63,000",3,"27,720",0.44,0.44,0.44,0.44,X,0.00,0.48,100,0.49,50,53.30
085982,聯電元大0C購06,"55,000",5,"29,450",0.52,0.57,0.52,0.57,+,0.02,0.57,100,0.58,50,53.30
085983,國巨元大09購02,"59,000",4,"48,890",0.76,0.93,0.76,0.92,+,0.15,0.89,100,0.90,50,545.00
085984,國巨元大0C購03,"66,000",2,"25,080",0.38,0.38,0.38,0.38,+,0.05,0.37,100,0.38,34,545.00
085985,國巨元大0C購04,"675,000",12,"247,980",0.34,0.39,0.34,0.38,+,0.04,0.37,100,0.38,50,545.00
085986,廣宇元大08購06,"289,000",4,"183,150",0.62,0.65,0.62,0.62,-,0.10,0.61,10,0.62,50,40.45
085987,華邦電元大08購06,"21,000",10,"43,040",2.00,2.13,1.99,2.13,-,0.02,2.12,100,2.13,49,34.45
085988,華邦電元大0C購03,"70,000",2,"57,000",0.80,0.82,0.80,0.82,-,0.03,0.88,100,0.89,50,34.45
085989,宏碁元大08購06,0,0,0,--,--,--,--, ,0.00,1.81,100,1.91,10,31.60
085990,宏碁元大0C購01,0,0,0,--,--,--,--, ,0.00,1.71,100,1.81,10,31.60
085991,技嘉元大08購02,"23,000",2,"90,580",3.94,3.94,3.90,3.90,X,0.00,4.07,200,4.17,50,116.00
085992,技嘉元大08購03,0,0,0,--,--,--,--, ,0.00,4.05,200,4.15,50,116.00
085993,友達元大08購09,"60,000",8,"143,240",2.25,2.82,2.25,2.82,+,0.68,2.83,10,4.15,5,22.85
085994,友達元大0B購01,0,0,0,--,--,--,--, ,0.00,3.23,10,--,0,22.85
085995,聯發科元大08購14,0,0,0,--,--,--,--, ,0.00,0.83,100,0.93,10,978.00
085996,富邦金元大09購01,0,0,0,--,--,--,--, ,0.00,9.15,100,9.65,10,72.30
085997,富邦金元大0A購01,0,0,0,--,--,--,--, ,0.00,12.00,100,13.00,10,72.30
085998,健和興元大08購01,"1,120,000",47,"2,194,730",1.87,2.11,1.85,1.92,+,0.03,1.92,10,1.93,50,77.80
085999,晶豪科元大08購06,0,0,0,--,--,--,--, ,0.00,5.70,100,5.80,10,131.50
086000,大立光元大08購09,0,0,0,--,--,--,--, ,0.00,0.43,100,0.44,50,"3,020.00"
086001,大立光元大0C購05,"5,000",1,"2,050",0.41,0.41,0.41,0.41,X,0.00,0.40,100,0.41,50,"3,020.00"
086002,大立光元大0C購06,0,0,0,--,--,--,--, ,0.00,0.34,100,0.35,50,"3,020.00"
086003,聯詠元大08購06,0,0,0,--,--,--,--, ,0.00,0.70,100,0.80,10,509.00
086004,聯詠元大09購02,"25,000",1,"25,500",1.02,1.02,1.02,1.02,-,0.14,1.05,100,1.12,40,509.00
086005,聯詠元大0A購01,0,0,0,--,--,--,--, ,0.00,0.98,100,1.08,10,509.00
086006,晶技元大08購05,"50,000",5,"70,600",1.35,1.54,1.35,1.54,+,0.30,1.50,499,1.60,10,119.00
086007,晶技元大0B購01,"9,000",2,"16,620",1.66,1.90,1.66,1.90,X,0.00,1.68,499,1.78,10,119.00
086008,緯創元大08購04,"30,000",1,"14,100",0.47,0.47,0.47,0.47,-,0.01,0.42,100,0.43,50,30.60
086009,玉晶光元大0A購02,"76,000",1,"118,560",1.56,1.56,1.56,1.56,+,0.17,1.55,499,1.57,50,527.00
086010,京鼎元大08購01,0,0,0,--,--,--,--, ,0.00,0.66,100,0.67,50,234.50
086011,京鼎元大0A購01,"14,000",2,"10,060",0.69,0.73,0.69,0.73,+,0.04,0.71,100,0.72,50,234.50
086012,日月光元大08購05,"50,000",1,"58,000",1.16,1.16,1.16,1.16,+,0.06,1.18,100,1.21,50,118.00
086013,日月光元大08購06,"10,000",1,"7,700",0.77,0.77,0.77,0.77,X,0.00,0.88,100,0.90,50,118.00
086014,日月光元大0C購01,0,0,0,--,--,--,--, ,0.00,1.60,100,1.63,50,118.00
086015,盛群元大08購03,"109,000",9,"217,720",1.69,2.04,1.69,2.04,+,0.22,2.13,100,2.20,10,109.50
086016,聚鼎元大08購01,"237,000",10,"166,660",0.66,0.78,0.66,0.78,X,0.00,0.69,100,0.71,50,124.00
086017,台郡元大08購03,0,0,0,--,--,--,--, ,0.00,0.40,10,0.41,10,122.50
086018,同欣電元大0C購01,"551,000",7,"378,570",0.64,0.82,0.64,0.82,+,0.21,0.83,16,1.46,10,196.50
086019,亞光康和09購01,0,0,0,--,--,--,--, ,0.00,0.16,10,0.18,10,82.00
086020,華通永豐08購01,0,0,0,--,--,--,--, ,0.00,0.49,499,0.50,37,41.00
086021,旺宏永豐08購01,0,0,0,--,--,--,--, ,0.00,0.09,100,0.13,93,44.70
086022,光罩永豐08購03,0,0,0,--,--,--,--, ,0.00,2.06,499,2.14,12,89.60
086023,友達永豐08購06,"313,000",11,"261,500",0.79,0.89,0.79,0.89,+,0.14,1.04,100,1.18,20,22.85
086024,興勤永豐08購01,0,0,0,--,--,--,--, ,0.00,0.07,499,0.17,10,183.00
086025,立隆電永豐08購01,0,0,0,--,--,--,--, ,0.00,0.02,50,0.12,10,67.00
086026,強茂永豐08購01,"320,000",18,"168,560",0.46,0.61,0.46,0.61,+,0.16,0.58,100,0.59,100,65.20
086027,榮運永豐08購01,"10,000",1,"22,700",2.27,2.27,2.27,2.27,X,0.00,2.37,10,--,0,26.25
086028,萬海永豐08購01,0,0,0,--,--,--,--, ,0.00,29.60,499,--,0,206.00
086029,長榮航永豐08購01,"4,000",3,"4,940",1.16,1.31,1.16,1.31,+,0.15,1.31,99,--,0,20.30
086030,美食永豐08購01,"190,000",5,"182,490",0.91,0.98,0.91,0.98,-,0.07,0.97,100,0.98,10,177.00
086031,晶豪科永豐08購04,0,0,0,--,--,--,--, ,0.00,1.76,499,1.79,10,131.50
086032,聯陽永豐08購03,"10,000",1,"28,300",2.83,2.83,2.83,2.83,X,0.00,2.90,499,3.00,10,125.50
086033,嘉晶永豐08購02,"117,000",4,"71,280",0.54,0.63,0.54,0.63,+,0.04,0.62,499,0.63,87,72.70
086034,欣興永豐08購01,0,0,0,--,--,--,--, ,0.00,1.08,100,1.18,10,134.00
086035,景碩永豐08購02,"541,000",18,"312,110",0.46,0.70,0.46,0.67,+,0.08,0.66,100,0.68,12,122.00
086036,創意永豐08購03,0,0,0,--,--,--,--, ,0.00,0.50,499,0.51,50,415.00
086037,創意永豐08購04,0,0,0,--,--,--,--, ,0.00,0.03,100,0.06,4,415.00
086038,群創永豐08購05,0,0,0,--,--,--,--, ,0.00,0.73,100,--,0,21.00
086039,致伸永豐08購02,0,0,0,--,--,--,--, ,0.00,0.02,499,0.09,25,53.20
086040,彩晶永豐08購02,0,0,0,--,--,--,--, ,0.00,2.91,100,--,0,22.15
086041,同欣電永豐08購01,0,0,0,--,--,--,--, ,0.00,0.10,499,--,0,196.50
086042,達方永豐08購01,"81,000",2,"34,020",0.42,0.42,0.42,0.42,X,0.00,0.41,499,0.42,25,44.15
086043,華新科台新08購01,0,0,0,--,--,--,--, ,0.00,0.20,10,0.21,10,0.00
086044,中鴻元富08購01,0,0,0,--,--,--,--, ,0.00,18.80,25,--,0,50.80
086045,旺宏元富0A購04,0,0,0,--,--,--,--, ,0.00,0.55,25,0.56,25,44.70
086046,華邦電元富08購04,"30,000",3,"18,200",0.59,0.62,0.59,0.62,X,0.00,0.69,25,0.70,25,34.45
086047,聯發科元富12購01,"54,000",3,"73,800",1.37,1.38,1.36,1.38,-,0.06,1.41,25,1.42,25,978.00
086048,聯陽元富08購02,0,0,0,--,--,--,--, ,0.00,2.26,25,2.36,25,125.50
086049,聯陽元富0B購01,"423,000",18,"752,440",1.78,1.86,1.70,1.82,+,0.05,1.82,25,1.86,55,125.50
086050,亞光元富08購02,0,0,0,--,--,--,--, ,0.00,0.17,25,0.18,25,82.00
086051,欣興元富0B購01,"1,090,000",32,"1,681,390",1.38,1.72,1.38,1.69,+,0.32,1.66,1,1.72,25,134.00
086052,鴻海統一0C購04,0,0,0,--,--,--,--, ,0.00,0.34,108,0.36,108,113.00
086053,旺宏統一0A購03,0,0,0,--,--,--,--, ,0.00,0.61,108,0.62,108,44.70
086054,旺宏統一0A購04,0,0,0,--,--,--,--, ,0.00,0.61,10,0.62,10,44.70
086055,旺宏統一0A購05,0,0,0,--,--,--,--, ,0.00,0.34,10,0.44,10,44.70
086056,光罩統一09購01,0,0,0,--,--,--,--, ,0.00,2.71,10,2.80,10,89.60
086057,光罩統一09購02,0,0,0,--,--,--,--, ,0.00,2.74,10,2.84,10,89.60
086058,光罩統一0A購02,"22,000",9,"36,660",1.65,1.68,1.65,1.68,+,0.07,1.68,2,1.69,10,89.60
086059,華邦電統一0A購05,0,0,0,--,--,--,--, ,0.00,0.79,10,0.80,10,34.45
086060,南亞科統一09購04,0,0,0,--,--,--,--, ,0.00,0.10,10,0.16,10,78.90
086061,南亞科統一0A購02,0,0,0,--,--,--,--, ,0.00,0.15,30,0.20,10,78.90
086062,大立光統一0A購06,0,0,0,--,--,--,--, ,0.00,0.22,10,0.23,10,"3,020.00"
086063,大立光統一0B購02,"40,000",1,"7,200",0.18,0.18,0.18,0.18,-,0.02,0.17,100,0.18,60,"3,020.00"
086064,亞光統一0A購05,0,0,0,--,--,--,--, ,0.00,0.13,10,0.14,10,82.00
086065,亞光統一0A購06,0,0,0,--,--,--,--, ,0.00,0.19,10,0.20,10,82.00
086066,智原統一0A購01,"10,000",1,"16,000",1.60,1.60,1.60,1.60,X,0.00,1.68,10,1.77,12,77.60
086067,欣興統一0B購01,0,0,0,--,--,--,--, ,0.00,1.73,10,1.83,10,134.00
086068,景碩統一09購03,"30,000",3,"36,400",1.20,1.22,1.20,1.22,+,0.27,1.15,10,1.21,10,122.00
086069,精成科統一0A購01,0,0,0,--,--,--,--, ,0.00,1.06,499,1.14,108,33.65
086070,台郡統一0A購02,"332,000",4,"133,300",0.41,0.41,0.40,0.40,-,0.02,0.40,499,0.41,499,122.50
086071,台郡統一0A購03,0,0,0,--,--,--,--, ,0.00,0.45,400,0.46,400,122.50
086072,臺股指統一0A購01,0,0,0,--,--,--,--, ,0.00,0.73,499,0.81,22,0.00
086073,聯電國泰0A購03,0,0,0,--,--,--,--, ,0.00,0.76,499,0.85,50,53.30
086074,晶豪科國泰0A購01,0,0,0,--,--,--,--, ,0.00,--,0,--,0,131.50
086075,晶豪科國泰0A購02,0,0,0,--,--,--,--, ,0.00,3.78,499,--,0,131.50
086076,亞光國泰0A購01,"40,000",2,"14,900",0.37,0.38,0.37,0.38,+,0.02,0.38,10,0.40,10,82.00
086077,美指2X富邦0A購01,"138,000",10,"158,400",1.15,1.16,1.13,1.13,+,0.07,1.14,10,1.15,10,16.80
086078,智邦富邦0A購01,"130,000",7,"113,430",0.83,0.88,0.83,0.84,-,0.05,0.84,10,0.89,10,293.00
086079,聯發科富邦0A購02,0,0,0,--,--,--,--, ,0.00,0.79,10,0.89,10,978.00
086080,華新科富邦08購01,0,0,0,--,--,--,--, ,0.00,--,0,0.10,10,217.00
086081,欣興富邦08購02,0,0,0,--,--,--,--, ,0.00,3.50,10,3.60,10,134.00
086082,美指2X中信0A購01,0,0,0,--,--,--,--, ,0.00,0.59,30,0.60,30,0.00
086083,中鋼中信0A購01,"15,000",5,"103,500",6.55,7.05,6.55,6.80,-,0.55,6.75,30,7.00,10,0.00
086084,東鋼中信0B購01,0,0,0,--,--,--,--, ,0.00,2.34,30,--,0,0.00
086085,鴻海中信08購03,0,0,0,--,--,--,--, ,0.00,0.45,88,0.48,10,0.00
086086,台積電中信09購10,0,0,0,--,--,--,--, ,0.00,0.50,30,0.51,30,0.00
086087,國泰金中信0A購01,"43,000",5,"96,770",2.23,2.27,2.23,2.27,-,0.09,2.29,30,2.36,30,0.00
086088,大立光中信0A購01,"52,000",5,"2,610",0.05,0.06,0.05,0.06, ,0.00,0.05,2,0.06,31,0.00
086089,群創中信0A購03,"124,000",4,"169,100",1.31,1.54,1.31,1.54,+,0.38,1.54,30,1.65,10,0.00
086090,長榮航康和09購01,0,0,0,--,--,--,--, ,0.00,2.84,10,2.89,10,20.30
086091,華夏永豐08購01,"72,000",4,"49,960",0.68,0.70,0.68,0.70,-,0.05,0.72,100,0.73,25,36.80
086092,中鴻永豐08購01,0,0,0,--,--,--,--, ,0.00,--,0,--,0,50.80
086093,中橡永豐08購01,"100,000",4,"13,830",0.12,0.15,0.12,0.15, ,0.00,0.11,299,0.12,19,25.55
086094,廣宇永豐08購01,0,0,0,--,--,--,--, ,0.00,0.15,100,0.16,37,40.45
086095,華邦電永豐08購02,"366,000",16,"77,650",0.21,0.26,0.20,0.26,+,0.02,0.25,100,0.26,100,34.45
086096,技嘉永豐08購02,0,0,0,--,--,--,--, ,0.00,0.95,100,1.05,10,116.00
086097,微星永豐08購02,"60,000",1,"10,800",0.18,0.18,0.18,0.18,-,0.01,0.19,100,0.20,25,172.00
086098,大毅永豐08購02,0,0,0,--,--,--,--, ,0.00,0.07,499,0.12,25,71.10
086099,欣興永豐08購02,"747,000",23,"670,880",0.69,0.93,0.69,0.86,+,0.16,0.86,100,0.89,25,134.00
086100,玉晶光永豐08購05,"36,000",2,"27,360",0.76,0.76,0.76,0.76,X,0.00,0.75,499,0.76,62,527.00
086101,神達永豐08購01,0,0,0,--,--,--,--, ,0.00,0.24,100,0.25,27,27.90
086102,茂林永豐08購01,"50,000",1,"19,000",0.38,0.38,0.38,0.38, ,0.00,0.37,50,0.39,25,103.00
086103,精成科永豐08購01,"285,000",7,"207,900",0.69,0.77,0.69,0.76,+,0.13,0.75,100,0.76,18,33.65
086104,聚鼎永豐08購02,"7,000",2,"1,250",0.17,0.20,0.17,0.20,X,0.00,0.22,499,0.23,25,124.00
086105,長華永豐08購02,0,0,0,--,--,--,--, ,0.00,0.04,100,0.08,35,32.70
086106,國巨兆豐09購01,0,0,0,--,--,--,--, ,0.00,0.11,10,0.15,50,545.00
086107,台積電兆豐09購06,0,0,0,--,--,--,--, ,0.00,0.39,10,0.40,10,606.00
086108,華邦電兆豐09購01,"11,000",2,"4,900",0.44,0.50,0.44,0.50,X,0.00,0.51,10,0.60,10,34.45
086109,新光金兆豐08購02,0,0,0,--,--,--,--, ,0.00,1.24,10,1.33,10,9.58
086110,泰鼎兆豐08購01,0,0,0,--,--,--,--, ,0.00,0.13,10,0.17,10,58.50
086111,元油反群益08購01,0,0,0,--,--,--,--, ,0.00,0.26,25,0.27,10,15.60
086112,道瓊銀群益08購03,0,0,0,--,--,--,--, ,0.00,0.56,25,0.57,10,27.99
086113,國喬群益09購01,"166,000",16,"239,590",1.42,1.48,1.39,1.45,+,0.01,1.48,25,1.51,10,29.55
086114,力山群益08購01,0,0,0,--,--,--,--, ,0.00,0.84,25,0.94,10,77.40
086115,大亞群益08購02,0,0,0,--,--,--,--, ,0.00,5.45,25,5.70,4,28.45
086116,中纖群益0A購02,0,0,0,--,--,--,--, ,0.00,1.20,25,1.30,10,11.00
086117,新光鋼群益08購01,0,0,0,--,--,--,--, ,0.00,8.30,25,8.80,10,64.70
086118,台橡群益08購01,"10,000",1,"30,700",3.07,3.07,3.07,3.07,X,0.00,3.30,25,3.40,10,35.50
086119,中橡群益08購02,"2,000",1,920,0.46,0.46,0.46,0.46,X,0.00,0.47,25,0.53,10,25.55
086120,三陽群益08購01,"599,000",2,"203,660",0.34,0.34,0.34,0.34,X,0.00,0.34,25,0.35,10,29.30
086121,光寶科群益08購01,0,0,0,--,--,--,--, ,0.00,1.43,25,1.45,10,66.30
086122,鴻海群益09購09,0,0,0,--,--,--,--, ,0.00,0.47,25,0.48,10,113.00
086123,精英群益08購01,0,0,0,--,--,--,--, ,0.00,0.05,25,0.06,10,22.60
086124,華邦電群益08購07,0,0,0,--,--,--,--, ,0.00,1.65,25,1.75,10,34.45
086125,智邦群益08購02,0,0,0,--,--,--,--, ,0.00,1.95,25,2.05,10,293.00
086126,微星群益09購01,"10,000",1,"8,000",0.80,0.80,0.80,0.80,X,0.00,0.78,25,0.80,10,172.00
086127,南亞科群益08購06,"20,000",3,"7,150",0.35,0.36,0.35,0.36,X,0.00,0.36,30,0.37,10,78.90
086128,美律群益08購02,0,0,0,--,--,--,--, ,0.00,0.03,25,0.13,10,107.00
086129,宏達電群益09購01,"1,000",1,"3,740",3.74,3.74,3.74,3.74,-,0.06,3.98,25,4.08,10,40.60
086130,國產群益08購01,0,0,0,--,--,--,--, ,0.00,0.62,25,0.72,10,24.80
086131,聯陽群益08購02,"7,000",2,"23,030",3.29,3.29,3.29,3.29,X,0.00,3.39,25,3.49,10,125.50
086132,亞光群益08購04,0,0,0,--,--,--,--, ,0.00,0.27,25,0.28,10,82.00
086133,景碩群益08購03,"28,000",4,"52,920",1.74,1.95,1.74,1.95,X,0.00,1.87,25,1.93,10,122.00
086134,健策群益08購06,0,0,0,--,--,--,--, ,0.00,0.35,25,0.45,10,296.00
086135,嘉聯益群益08購03,0,0,0,--,--,--,--, ,0.00,0.22,25,0.32,10,31.10
086136,申豐群益08購02,0,0,0,--,--,--,--, ,0.00,8.60,25,9.10,10,291.00
086137,南電群益08購06,"118,000",7,"142,370",1.13,1.30,1.13,1.30,+,0.12,1.29,25,1.31,10,354.50
086138,臺股指群益08購14,0,0,0,--,--,--,--, ,0.00,1.87,499,1.88,499,0.00
086139,元石油元大0B購01,"50,000",1,"44,500",0.89,0.89,0.89,0.89,-,0.08,0.93,100,1.03,10,12.26
086140,元石油元大0B購02,"30,000",1,"35,100",1.17,1.17,1.17,1.17,X,0.00,1.19,100,1.29,10,12.26
086141,道瓊銀元大08購05,0,0,0,--,--,--,--, ,0.00,0.30,50,0.40,10,27.99
086142,道瓊銀元大08購06,0,0,0,--,--,--,--, ,0.00,0.43,50,0.53,10,27.99
086143,光寶科元大08購01,"110,000",8,"143,160",1.26,1.32,1.24,1.32,+,0.01,1.32,100,1.34,50,66.30
086144,聯電元大08購10,0,0,0,--,--,--,--, ,0.00,0.70,100,0.71,50,53.30
086145,國巨元大08購07,"670,000",6,"464,650",0.59,0.74,0.59,0.74,+,0.12,0.73,100,0.74,50,545.00
086146,華泰元大09購01,"222,000",27,"324,720",1.34,1.60,1.33,1.56,+,0.25,1.57,100,1.67,10,20.70
086147,台積電元大08購32,0,0,0,--,--,--,--, ,0.00,0.78,100,0.79,50,606.00
086148,台積電元大0C購09,0,0,0,--,--,--,--, ,0.00,0.39,100,0.40,50,606.00
086149,台積電元大0C購10,0,0,0,--,--,--,--, ,0.00,0.36,100,0.37,50,606.00
086150,華邦電元大08購07,"69,000",13,"108,160",1.49,1.70,1.47,1.70,+,0.12,1.70,99,1.71,50,34.45
086151,華邦電元大09購01,"57,000",5,"58,290",0.98,1.11,0.97,1.11,+,0.07,1.10,100,1.11,50,34.45
086152,華邦電元大0B購01,"479,000",13,"600,940",1.21,1.30,1.19,1.30,+,0.05,1.30,100,1.31,55,34.45
086153,微星元大08購01,"12,000",1,"15,240",1.27,1.27,1.27,1.27,-,0.04,1.29,499,1.33,50,172.00
086154,友達元大0C購02,"4,000",1,"4,080",1.02,1.02,1.02,1.02, ,0.00,1.14,10,--,0,22.85
086155,友達元大0C購03,0,0,0,--,--,--,--, ,0.00,1.06,10,--,0,22.85
086156,聯發科元大08購16,0,0,0,--,--,--,--, ,0.00,1.52,100,1.53,50,978.00
086157,聯發科元大0C購05,"5,000",1,"3,200",0.64,0.64,0.64,0.64,X,0.00,0.55,100,0.65,10,978.00
086158,立隆電元大08購01,0,0,0,--,--,--,--, ,0.00,0.15,100,0.16,50,67.00
086159,立隆電元大09購01,"760,000",10,"269,000",0.32,0.36,0.32,0.36,X,0.00,0.36,100,0.37,50,67.00
086160,長榮航元大08購02,0,0,0,--,--,--,--, ,0.00,2.61,100,--,0,20.30
086161,聯陽元大08購02,"3,000",1,"7,470",2.49,2.49,2.49,2.49,X,0.00,2.53,300,2.63,10,125.50
086162,聯陽元大08購03,0,0,0,--,--,--,--, ,0.00,3.13,250,3.23,50,125.50
086163,聯陽元大09購01,"6,000",2,"17,160",2.81,3.11,2.81,3.11,X,0.00,3.11,250,3.21,10,125.50
086164,亞光元大08購03,0,0,0,--,--,--,--, ,0.00,0.32,100,0.33,50,82.00
086165,亞光元大08購04,0,0,0,--,--,--,--, ,0.00,0.30,100,0.31,50,82.00
086166,聯詠元大08購08,"36,000",3,"20,200",0.54,0.67,0.54,0.67,X,0.00,0.57,100,0.67,5,509.00
086167,聯詠元大0C購01,0,0,0,--,--,--,--, ,0.00,1.36,100,1.46,10,509.00
086168,聯詠元大0C購02,"60,000",4,"31,900",0.53,0.54,0.53,0.54, ,0.00,0.54,100,0.55,50,509.00
086169,景碩元大08購02,"20,000",2,"37,600",1.55,1.99,1.55,1.99,X,0.00,1.99,100,2.09,10,122.00
086170,景碩元大09購01,"28,000",2,"45,520",1.44,2.09,1.44,2.09,+,0.49,1.95,100,2.05,10,122.00
086171,玉晶光元大08購09,"130,000",2,"200,000",1.50,1.60,1.50,1.60,+,0.15,1.60,499,1.63,50,527.00
086172,創意元大0A購01,"10,000",2,"5,550",0.56,0.56,0.55,0.55,X,0.00,0.57,100,0.58,50,415.00
086173,群創元大0C購03,"4,000",1,"4,600",1.15,1.15,1.15,1.15,+,0.07,1.35,10,--,0,21.00
086174,群創元大0C購04,"9,000",4,"9,860",1.08,1.22,1.08,1.22,+,0.28,1.24,10,--,0,21.00
086175,日月光元大08購08,"3,000",1,"2,790",0.93,0.93,0.93,0.93,-,0.01,1.02,100,1.04,50,118.00
086176,日月光元大0C購02,"390,000",14,"446,440",1.12,1.20,1.12,1.20,+,0.06,1.20,105,1.22,50,118.00
086177,日月光元大0C購03,"432,000",10,"273,500",0.61,0.65,0.60,0.64,+,0.02,0.64,100,0.65,50,118.00
086178,乙盛元大08購04,"266,000",7,"156,780",0.63,0.63,0.57,0.58,-,0.03,0.60,10,0.61,50,62.20
086179,同欣電元大08購03,0,0,0,--,--,--,--, ,0.00,0.28,10,--,0,196.50
086180,長華元大08購02,"499,000",5,"99,800",0.20,0.20,0.20,0.20, ,0.00,0.20,100,0.21,50,32.70
086181,聯電日盛08購02,0,0,0,--,--,--,--, ,0.00,0.36,25,0.46,25,53.30
086182,旺宏日盛08購03,0,0,0,--,--,--,--, ,0.00,0.25,25,0.35,25,44.70
086183,友達日盛08購01,0,0,0,--,--,--,--, ,0.00,--,0,--,0,22.85
086184,亞光日盛08購01,"499,000",1,"49,900",0.10,0.10,0.10,0.10,X,0.00,0.08,25,0.10,25,82.00
086185,A50正2凱基0B購01,"55,000",2,"12,050",0.22,0.22,0.21,0.21,-,0.01,0.20,100,0.21,5,50.55
086186,聚陽凱基08購01,"109,000",7,"313,780",2.73,3.13,2.73,3.13,+,0.27,3.01,100,3.07,15,264.50
086187,亞德客凱基08購02,"70,000",3,"33,200",0.48,0.49,0.47,0.49,+,0.06,0.47,100,0.49,100,995.00
086188,中鴻凱基08購03,0,0,0,--,--,--,--, ,0.00,14.90,100,--,0,50.80
086189,大成鋼凱基0C購01,"124,000",5,"528,780",4.23,4.44,4.23,4.29,-,0.09,4.20,100,4.23,10,45.95
086190,大成鋼凱基0C購02,0,0,0,--,--,--,--, ,0.00,2.63,100,2.73,10,45.95
086191,廣宇凱基08購03,"200,000",9,"85,600",0.43,0.43,0.41,0.43,-,0.02,0.41,100,0.42,100,40.45
086192,宏碁凱基08購05,"132,000",15,"329,820",2.42,2.54,2.40,2.52,-,0.12,2.46,100,2.49,50,31.60
086193,技嘉凱基08購02,0,0,0,--,--,--,--, ,0.00,1.44,100,1.54,10,116.00
086194,微星凱基08購01,0,0,0,--,--,--,--, ,0.00,0.79,499,0.81,10,172.00
086195,京元電凱基08購03,"17,000",3,"41,870",2.41,2.59,2.41,2.59,X,0.00,2.59,100,2.62,30,43.15
086196,長榮航凱基08購03,"351,000",16,"1,545,670",4.35,4.48,4.22,4.42,-,0.42,4.82,100,4.92,10,20.30
086197,晶豪科凱基09購02,"252,000",32,"694,500",2.68,2.88,2.68,2.88,+,0.11,2.85,100,2.88,10,131.50
086198,大立光凱基09購05,0,0,0,--,--,--,--, ,0.00,0.06,100,0.10,10,"3,020.00"
086199,大立光凱基0B購02,0,0,0,--,--,--,--, ,0.00,0.43,100,0.44,100,"3,020.00"
086200,全漢凱基08購01,"2,000",1,300,0.15,0.15,0.15,0.15,X,0.00,0.15,100,0.25,100,47.30
086201,晶技凱基08購03,"21,000",4,"20,060",0.82,1.00,0.82,1.00,+,0.25,0.85,100,0.94,10,119.00
086202,新日興凱基08購01,0,0,0,--,--,--,--, ,0.00,0.21,499,0.22,100,115.00
086203,嘉澤凱基08購01,"80,000",6,"97,900",1.12,1.34,1.11,1.34,+,0.14,1.30,100,1.32,30,556.00
086204,日月光凱基08購08,0,0,0,--,--,--,--, ,0.00,0.90,100,0.92,100,118.00
086205,致伸凱基08購02,0,0,0,--,--,--,--, ,0.00,0.38,100,0.39,100,53.20
086206,盛群凱基08購01,"22,000",3,"37,060",1.55,1.83,1.55,1.83,-,0.06,1.84,100,1.91,10,109.50
086207,同欣電凱基08購05,0,0,0,--,--,--,--, ,0.00,0.29,499,--,0,196.50
086208,南電凱基08購06,"647,000",21,"972,770",1.42,1.64,1.32,1.64,-,0.01,1.62,100,1.64,47,354.50
086209,長華凱基09購01,0,0,0,--,--,--,--, ,0.00,0.15,100,0.16,100,32.70
086210,旺宏國泰0A購02,"10,000",1,"7,200",0.72,0.72,0.72,0.72,X,0.00,0.73,499,0.74,10,44.70
086211,義隆國泰0A購01,"68,000",4,"204,980",2.76,3.04,2.76,3.04,-,0.05,3.07,499,3.13,30,212.00
086212,台積電富邦0B購02,0,0,0,--,--,--,--, ,0.00,0.30,10,0.31,10,606.00
086213,微星富邦09購01,"400,000",5,"153,000",0.37,0.39,0.37,0.39, ,0.00,0.39,10,0.41,10,172.00
086214,可成富邦08購01,0,0,0,--,--,--,--, ,0.00,0.50,10,0.60,10,182.00
086215,玉晶光富邦0A購01,"130,000",2,"73,350",0.54,0.57,0.54,0.57, ,0.00,0.60,10,0.61,10,527.00
086216,創意富邦09購01,"5,000",1,650,0.13,0.13,0.13,0.13,X,0.00,0.12,10,0.13,10,415.00
086217,台達電統一0A購03,"24,000",2,"16,660",0.69,0.70,0.69,0.70,-,0.03,0.69,400,0.70,100,299.50
086218,微星統一0A購01,"1,185,000",16,"876,900",0.72,0.75,0.72,0.74,+,0.01,0.74,85,0.76,100,172.00
086219,南亞科統一0C購01,0,0,0,--,--,--,--, ,0.00,0.14,10,0.15,10,78.90
086220,奇力新統一0A購02,"118,000",2,"36,580",0.31,0.31,0.31,0.31,+,0.04,0.31,10,0.32,10,101.50
086221,華新科統一0A購05,"66,000",2,"14,550",0.22,0.25,0.22,0.25,X,0.00,0.24,10,0.25,10,217.00
086222,華新科統一0A購06,0,0,0,--,--,--,--, ,0.00,0.11,10,0.12,10,217.00
086223,華新科統一0A購07,"435,000",5,"48,200",0.11,0.12,0.11,0.12,X,0.00,0.12,400,0.13,400,217.00
086224,晶豪科統一0A購03,"10,000",1,"32,600",3.26,3.26,3.26,3.26,-,0.14,3.34,400,3.44,10,131.50
