證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比
031920,景碩永豐0A購02,"528,000",9,"179,820",0.34,0.35,0.30,0.30,-,0.04,0.29,100,0.30,10,115.50
031921,華擎永豐0A購01,"544,000",19,"313,030",0.55,0.62,0.53,0.56,+,0.17,0.55,100,0.56,46,181.00
031922,嘉澤永豐0A購01,"10,000",1,"10,400",1.04,1.04,1.04,1.04,+,0.01,1.04,499,1.06,37,544.00
031923,緯穎永豐0A購01,"1,457,000",58,"1,521,240",0.80,1.24,0.78,0.92,+,0.09,0.90,100,0.92,37,"1,020.00"
031924,美德醫永豐0A購01,"78,000",24,"45,340",0.53,0.65,0.50,0.65,+,0.21,0.62,1,0.65,3,22.85
031925,潤泰新永豐0A購01,0,0,0,--,--,--,--, ,0.00,0.31,499,0.32,56,53.40
031926,台聚元富11購01,"377,000",16,"529,570",1.35,1.51,1.27,1.27,+,0.06,1.23,50,1.33,50,36.30
031927,台聚元富11購02,"692,000",23,"838,040",1.20,1.33,1.12,1.13,+,0.03,1.11,50,1.21,50,36.30
031928,華夏元富0A購01,"37,000",2,"38,110",1.03,1.03,1.03,1.03,+,0.15,0.91,25,0.94,25,36.50
031929,聚陽元富11購01,"190,000",3,"129,300",0.69,0.69,0.66,0.69,-,0.01,0.66,50,0.68,50,260.00
031930,正隆元富0A購01,"15,000",2,"21,900",1.46,1.46,1.46,1.46,+,0.04,1.40,25,1.41,25,43.85
031931,中鋼元富0A購01,0,0,0,--,--,--,--, ,0.00,1.29,25,--,0,35.50
031932,中鋼元富0B購01,"211,000",6,"379,790",1.89,1.89,1.79,1.80,X,0.00,1.63,25,1.79,10,35.50
031933,宏達電元富0A購01,0,0,0,--,--,--,--, ,0.00,1.27,25,1.37,10,40.10
031934,長榮元富0A購11,"12,000",3,"84,950",6.85,7.10,6.85,7.10,+,1.15,6.70,4,--,0,133.50
031935,旺宏康和0B購01,0,0,0,--,--,--,--, ,0.00,0.57,10,0.78,1,43.90
031936,旺宏康和0C購01,0,0,0,--,--,--,--, ,0.00,0.78,10,0.87,10,43.90
031937,元石油元大14購01,"116,000",8,"100,360",0.86,0.87,0.86,0.87,+,0.07,0.86,120,0.87,5,12.33
031938,SGBR2X元大14購01,"392,000",30,"369,570",0.92,0.95,0.92,0.95,+,0.06,0.94,100,0.95,1,8.74
031939,台塑元大11購01,0,0,0,--,--,--,--, ,0.00,1.03,100,1.13,10,104.50
031940,南亞元大0B購01,"299,000",12,"276,360",0.93,0.96,0.89,0.96,+,0.02,0.95,100,0.96,60,85.00
031941,台聚元大0A購06,0,0,0,--,--,--,--, ,0.00,1.32,100,1.35,3,36.30
031942,台聚元大0C購01,"435,000",30,"905,490",1.91,2.22,1.85,1.86,+,0.04,1.88,100,1.89,50,36.30
031943,亞聚元大0B購01,0,0,0,--,--,--,--, ,0.00,1.35,100,1.45,10,32.65
031944,中石化元大0A購04,"258,000",5,"266,460",1.06,1.06,0.95,0.95, ,0.00,1.01,100,1.11,10,13.55
031945,南紡元大0A購03,"6,000",1,"7,560",1.26,1.26,1.26,1.26,-,0.11,1.20,10,1.28,10,26.15
031946,大亞元大0A購01,"1,000",1,"2,770",2.77,2.77,2.77,2.77,-,0.01,2.43,100,2.53,10,28.35
031947,東聯元大0B購01,0,0,0,--,--,--,--, ,0.00,0.98,100,1.08,10,21.75
031948,和桐元大0B購01,"215,000",11,"273,180",1.24,1.28,1.24,1.26,-,0.01,1.23,10,1.24,50,11.60
031949,永豐餘元大0B購01,0,0,0,--,--,--,--, ,0.00,2.00,2,2.50,1,43.95
03194P,國巨元富07售14,"1,517,000",11,"150,550",0.10,0.10,0.09,0.10,-,0.01,0.08,50,0.09,50,0.00
031950,榮成元大0C購01,0,0,0,--,--,--,--, ,0.00,0.91,100,1.01,10,25.75
031951,中鋼元大0A購07,"5,000",2,"4,140",0.81,0.90,0.81,0.90,+,0.12,0.83,1,0.87,10,35.50
031952,中鋼元大12購02,"36,000",1,"34,560",0.96,0.96,0.96,0.96,+,0.01,0.95,100,1.05,10,35.50
031953,大成鋼元大0B購04,"35,000",2,"53,100",1.50,1.53,1.50,1.53,-,0.02,1.39,100,1.49,10,45.75
031954,新光鋼元大0A購01,0,0,0,--,--,--,--, ,0.00,2.30,100,--,0,64.30
031955,新光鋼元大0C購01,"2,000",1,"5,740",2.87,2.87,2.87,2.87,X,0.00,2.80,100,--,0,64.30
031956,金寶元大0A購01,"25,000",2,"12,190",0.49,0.49,0.48,0.48,-,0.01,0.47,100,0.57,10,13.20
031957,金寶元大0B購01,"46,000",3,"24,210",0.53,0.53,0.52,0.52,X,0.00,0.52,100,0.62,10,13.20
031958,友訊元大0A購03,"50,000",1,"24,000",0.48,0.48,0.48,0.48, ,0.00,0.43,100,0.44,50,18.85
031959,華邦電元大0A購08,"208,000",8,"447,580",2.16,2.17,2.11,2.16,-,0.08,1.96,10,1.97,50,33.65
03195P,台積電元富07售14,0,0,0,--,--,--,--, ,0.00,0.01,50,0.04,20,0.00
031960,華邦電元大0A購09,0,0,0,--,--,--,--, ,0.00,0.88,100,0.98,10,33.65
031961,華邦電元大0A購10,"150,000",10,"273,590",1.81,1.86,1.68,1.70,-,0.22,1.68,10,1.69,50,33.65
031962,友達元大0A購10,0,0,0,--,--,--,--, ,0.00,0.43,100,0.53,10,20.80
031963,宏達電元大0A購01,0,0,0,--,--,--,--, ,0.00,1.39,100,1.49,10,40.10
031964,宏達電元大0B購03,"598,000",33,"1,329,240",2.27,2.28,2.04,2.06,-,0.37,2.03,10,2.04,50,40.10
031965,長榮元大0A購20,"16,000",3,"167,200",10.60,11.20,10.30,11.20,+,1.35,9.45,100,11.20,4,133.50
031966,萬海元大0A購06,"1,000",1,"20,400",20.40,20.40,20.40,20.40,+,2.90,19.70,100,20.80,1,205.50
031967,萬海元大0C購04,"2,000",2,"31,200",15.40,15.80,15.40,15.80,+,2.30,14.90,100,--,0,205.50
031968,王品元大0A購02,"142,000",3,"50,380",0.38,0.39,0.35,0.39,+,0.01,0.36,100,0.37,50,147.50
031969,智原元大0B購01,"1,000",1,"2,860",2.86,2.86,2.86,2.86,-,0.09,2.61,100,2.71,10,75.10
03196P,台積電元富07售15,0,0,0,--,--,--,--, ,0.00,0.01,50,0.04,20,0.00
031970,新唐元大0A購01,"464,000",38,"791,700",1.78,1.83,1.60,1.62,-,0.18,1.61,100,1.62,40,79.90
031971,新唐元大0A購02,"1,022,000",45,"1,608,440",1.60,1.68,1.48,1.50,-,0.14,1.49,100,1.50,10,79.90
031972,新唐元大0B購01,"325,000",20,"576,440",1.84,1.89,1.71,1.71,-,0.09,1.70,10,1.71,39,79.90
031973,新唐元大11購01,"213,000",19,"465,980",2.21,2.30,2.08,2.11,-,0.18,2.10,120,2.11,50,79.90
031974,彩晶元大12購02,"54,000",11,"99,300",1.90,1.90,1.68,1.68,-,0.34,1.64,5,1.65,10,20.15
031975,嘉聯益元大0A購03,"398,000",9,"383,380",0.96,1.02,0.92,1.00, ,0.00,0.96,10,0.97,50,30.55
031976,安普新元大0B購01,"100,000",1,"28,000",0.28,0.28,0.28,0.28,X,0.00,0.25,100,0.26,50,110.00
031977,世紀鋼元大0C購02,"240,000",30,"470,530",1.78,1.98,1.78,1.88,+,0.13,1.80,100,1.90,10,132.50
031978,台塑群益0B購01,"123,000",2,"60,300",0.50,0.50,0.49,0.49,-,0.01,0.53,25,0.54,10,104.50
031979,台聚群益0A購02,"10,000",1,"26,400",2.64,2.64,2.64,2.64,+,0.75,2.08,25,2.18,10,36.30
031980,亞聚群益0B購01,"185,000",7,"475,190",2.63,2.73,2.47,2.47,+,0.07,2.44,25,2.46,10,32.65
031981,聯成群益0B購04,"35,000",5,"56,270",1.60,1.70,1.57,1.59,+,0.11,1.40,25,1.42,10,26.15
031982,中石化群益0B購03,0,0,0,--,--,--,--, ,0.00,0.86,25,0.96,10,13.55
031983,南紡群益0C購01,"1,000",1,930,0.93,0.93,0.93,0.93,X,0.00,0.92,25,1.02,10,26.15
031984,直得群益0A購01,0,0,0,--,--,--,--, ,0.00,0.32,25,0.33,10,101.50
031985,華新群益0B購02,0,0,0,--,--,--,--, ,0.00,1.16,25,1.26,10,25.90
031986,華榮群益0A購01,0,0,0,--,--,--,--, ,0.00,3.71,25,3.81,10,26.00
031987,中鋼群益0B購05,0,0,0,--,--,--,--, ,0.00,1.77,25,1.87,10,35.50
031988,中鋼群益11購01,0,0,0,--,--,--,--, ,0.00,2.97,25,3.07,10,35.50
031989,新光鋼群益0A購01,"20,000",2,"47,400",2.42,2.42,2.32,2.32,X,0.00,2.15,25,2.25,10,64.30
031990,允強群益0A購02,0,0,0,--,--,--,--, ,0.00,0.92,25,1.02,10,30.75
031991,正新群益0B購01,"48,000",4,"31,260",0.67,0.67,0.62,0.63,-,0.05,0.66,25,0.68,10,45.50
031992,聯電群益0B購06,0,0,0,--,--,--,--, ,0.00,0.70,25,0.80,10,52.40
031993,廣宇群益0C購03,"351,000",9,"462,250",1.25,1.46,1.24,1.46,+,0.27,1.42,25,1.50,10,41.70
031994,台積電群益11購02,"125,000",5,"173,500",1.40,1.40,1.38,1.39,-,0.03,1.39,5,1.40,10,605.00
031995,台積電群益12購03,"171,000",14,"437,410",2.55,2.60,2.55,2.60,-,0.03,2.59,25,2.60,10,605.00
031996,技嘉群益0C購01,0,0,0,--,--,--,--, ,0.00,0.67,25,0.77,10,112.00
031997,瑞昱群益0C購01,"22,000",3,"31,220",1.39,1.45,1.38,1.45,-,0.05,1.36,41,1.39,10,516.00
031998,長榮群益0C購04,"3,000",2,"14,740",4.87,5.00,4.87,5.00,+,0.56,4.41,25,4.51,10,133.50
031999,長榮群益13購01,"3,000",3,"77,700",25.50,26.70,25.50,25.50,+,1.30,23.40,25,24.40,10,133.50
032000,萬海群益0A購04,0,0,0,--,--,--,--, ,0.00,23.30,25,--,0,205.50
032001,萬海群益0A購05,0,0,0,--,--,--,--, ,0.00,32.50,25,--,0,205.50
032002,台航群益0A購02,0,0,0,--,--,--,--, ,0.00,10.60,25,11.60,10,44.85
032003,聯詠群益0C購01,"15,000",1,"8,850",0.59,0.59,0.59,0.59,X,0.00,0.58,25,0.59,10,510.00
032004,晶技群益0B購01,"185,000",15,"286,210",1.62,1.62,1.45,1.48,-,0.17,1.46,3,--,0,114.00
032005,新唐群益0B購03,0,0,0,--,--,--,--, ,0.00,1.88,25,1.98,10,79.90
032006,安集群益0A購02,0,0,0,--,--,--,--, ,0.00,0.38,25,--,0,50.10
032007,臺股指群益0A購09,"10,000",1,"34,300",3.43,3.43,3.43,3.43,X,0.00,3.48,499,3.49,499,0.00
032008,臺股指群益0A購10,"250,000",1,"730,000",2.92,2.92,2.92,2.92,+,0.01,2.85,499,2.86,499,0.00
032009,臺股指群益0A購11,"82,000",10,"142,640",1.75,1.78,1.68,1.74,-,0.05,1.73,499,1.74,499,0.00
032010,電子類群益0A購01,"291,000",16,"470,100",1.60,1.64,1.50,1.62,-,0.08,1.61,499,1.63,100,0.00
032011,南亞統一0B購02,"107,000",1,"59,920",0.56,0.56,0.56,0.56,+,0.02,0.55,400,0.57,400,85.00
032012,儒鴻統一0C購01,0,0,0,--,--,--,--, ,0.00,1.08,2,1.15,10,606.00
032013,台玻統一0C購01,"7,000",2,"11,200",1.60,1.60,1.60,1.60,X,0.00,1.60,10,1.92,50,33.15
032014,大成鋼統一0C購02,0,0,0,--,--,--,--, ,0.00,0.67,10,0.69,10,45.75
032015,新光鋼統一0B購01,0,0,0,--,--,--,--, ,0.00,0.97,400,0.99,100,64.30
032016,大立光統一0C購02,"12,000",3,"8,810",0.69,0.74,0.69,0.74,+,0.05,0.72,10,0.73,10,"3,070.00"
032017,景碩統一0C購01,"45,000",3,"34,400",0.72,0.77,0.72,0.77,-,0.02,0.72,14,0.75,10,115.50
032018,新唐統一0C購02,"10,000",1,"12,900",1.29,1.29,1.29,1.29,-,0.08,1.22,499,--,0,79.90
032019,祥碩統一0C購02,0,0,0,--,--,--,--, ,0.00,1.17,499,1.27,10,"1,500.00"
032020,致新統一0C購01,"10,000",1,"9,000",0.90,0.90,0.90,0.90,+,0.06,0.80,10,0.85,10,229.50
032021,百和統一0C購01,"1,058,000",43,"629,100",0.59,0.62,0.58,0.60,-,0.03,0.60,50,0.61,499,100.50
032022,世紀鋼統一11購01,"1,149,000",47,"911,110",0.75,0.89,0.71,0.83,+,0.06,0.83,60,0.84,10,132.50
032023,友達日盛0A購03,"21,000",2,"4,800",0.60,0.60,0.21,0.21,X,0.00,0.21,25,0.31,10,20.80
032024,聯詠日盛0A購03,0,0,0,--,--,--,--, ,0.00,0.24,25,0.34,10,510.00
032025,玉晶光日盛0B購01,0,0,0,--,--,--,--, ,0.00,0.55,25,0.60,10,506.00
032026,台積電台新0B購01,"33,000",2,"23,430",0.71,0.71,0.71,0.71,-,0.01,0.71,10,0.72,10,0.00
032027,台塑富邦0C購01,"50,000",5,"16,100",0.32,0.33,0.32,0.32, ,0.00,0.33,10,0.34,10,104.50
032028,中鋼富邦0A購03,0,0,0,--,--,--,--, ,0.00,0.51,10,1.01,28,35.50
032029,新光鋼富邦0C購01,0,0,0,--,--,--,--, ,0.00,0.94,10,1.35,14,64.30
032030,友達富邦0A購01,"2,000",2,310,0.15,0.16,0.15,0.16,X,0.00,0.20,10,--,0,20.80
032031,宏達電富邦0A購02,"100,000",12,"55,400",0.57,0.57,0.53,0.53,-,0.07,0.47,10,--,0,40.10
032032,台航富邦12購01,0,0,0,--,--,--,--, ,0.00,3.54,10,3.56,10,44.85
032033,玉晶光富邦0B購01,"46,000",3,"26,020",0.56,0.57,0.56,0.57,-,0.03,0.53,10,0.54,10,506.00
032034,台郡富邦0C購01,"223,000",30,"175,140",0.78,0.80,0.78,0.78, ,0.00,0.77,10,0.80,10,122.50
032035,亞聚國票0B購01,"292,000",22,"415,960",1.30,1.70,1.23,1.23,+,0.11,1.22,25,1.24,10,32.65
032036,台達化國票0B購01,"170,000",6,"121,170",0.66,0.74,0.66,0.66,X,0.00,0.65,25,0.66,10,42.70
032037,聯成國票0B購01,"62,000",8,"96,130",1.67,1.70,1.45,1.45,-,0.03,1.41,25,1.42,10,26.15
032038,華榮國票0B購01,"430,000",16,"1,009,940",2.32,2.43,2.15,2.15,-,0.30,2.17,25,2.18,10,26.00
032039,華榮國票0C購01,"658,000",24,"963,990",1.48,1.53,1.38,1.40,-,0.18,1.38,25,1.39,10,26.00
032040,永光國票0B購01,"275,000",16,"311,010",1.11,1.21,1.09,1.09,+,0.02,1.08,25,1.09,10,19.40
032041,東鋼國票0B購03,"130,000",11,"159,060",1.21,1.28,1.15,1.15,-,0.16,1.14,25,1.16,10,48.50
032042,燁輝國票0B購01,"104,000",12,"362,370",3.25,3.59,3.25,3.45,-,0.15,3.19,25,3.20,10,23.10
032043,正新國票0B購01,"20,000",1,"11,200",0.56,0.56,0.56,0.56,X,0.00,0.55,25,0.56,10,45.50
032044,為升國票0B購01,0,0,0,--,--,--,--, ,0.00,0.56,25,0.57,10,188.50
032045,旺宏國票0A購03,"5,000",1,"4,300",0.86,0.86,0.86,0.86,-,0.05,0.82,25,0.83,10,43.90
032046,旺宏國票0B購03,"81,000",10,"159,640",1.96,2.08,1.85,1.85,-,0.21,1.89,25,1.90,10,43.90
032047,旺宏國票0B購04,"3,000",2,"4,090",1.41,1.41,1.34,1.34,-,0.14,1.36,25,1.37,10,43.90
032048,華邦電國票0B購02,"27,000",10,"38,910",1.46,1.47,1.41,1.41,-,0.13,1.32,25,1.33,10,33.65
032049,微星國票0B購01,"65,000",1,"59,800",0.92,0.92,0.92,0.92,X,0.00,0.87,25,0.89,10,170.50
032050,威盛國票0B購01,"1,346,000",18,"1,361,000",0.96,1.13,0.96,1.01, ,0.00,1.00,25,1.01,10,52.40
032051,友達國票0A購04,0,0,0,--,--,--,--, ,0.00,0.28,20,1.00,100,20.80
032052,友達國票0B購02,0,0,0,--,--,--,--, ,0.00,0.70,25,--,0,20.80
032053,友達國票0C購02,"431,000",12,"367,070",0.85,0.88,0.82,0.82,-,0.20,0.81,25,0.82,10,20.80
032054,長榮國票0B購04,"12,000",2,"179,400",15.20,15.20,14.90,14.90,+,0.50,14.90,15,15.90,10,133.50
032055,裕民國票0B購01,"1,000",1,"2,590",2.59,2.59,2.59,2.59,X,0.00,2.44,1,2.52,10,58.60
032056,王品國票0B購01,"93,000",16,"59,080",0.64,0.64,0.62,0.63,-,0.03,0.63,25,0.64,10,147.50
032057,聯詠國票0A購05,"98,000",1,"56,840",0.58,0.58,0.58,0.58,-,0.03,0.53,25,0.54,10,510.00
032058,聯詠國票0B購04,"88,000",2,"81,840",0.93,0.93,0.93,0.93,-,0.02,0.87,25,0.88,10,510.00
032059,景碩國票0B購02,"30,000",2,"22,000",0.72,0.74,0.72,0.74,-,0.02,0.67,25,0.68,10,115.50
032060,正文國票0B購01,"33,000",2,"22,630",0.68,0.69,0.68,0.69,-,0.02,0.66,25,0.68,10,30.60
032061,新唐國票0B購01,"43,000",8,"110,940",2.67,2.67,2.39,2.39,-,0.23,2.40,25,2.41,10,79.90
032062,帆宣國票0B購01,0,0,0,--,--,--,--, ,0.00,0.60,25,0.61,10,105.50
032063,復盛國票0B購01,"112,000",5,"124,970",1.17,1.17,1.10,1.13,-,0.09,1.12,25,1.14,10,210.50
032064,茂順國票0A購01,0,0,0,--,--,--,--, ,0.00,0.59,25,0.60,10,92.10
032065,中石化中信0A購03,"25,000",4,"3,570",0.14,0.15,0.13,0.13, ,0.00,0.13,30,0.14,10,0.00
032066,大亞中信0A購01,"1,030,000",29,"220,380",0.22,0.24,0.20,0.21,-,0.03,0.21,1,0.22,30,0.00
032067,燁輝中信0A購01,"542,000",26,"466,960",0.87,0.87,0.83,0.85,X,0.00,0.77,30,0.83,30,0.00
032068,允強中信0A購01,"100,000",1,"23,000",0.23,0.23,0.23,0.23,-,0.07,0.21,30,0.26,10,0.00
032069,正新中信0A購01,0,0,0,--,--,--,--, ,0.00,0.11,30,0.13,30,0.00
032070,華碩中信0B購01,"51,000",4,"10,310",0.21,0.21,0.20,0.20,+,0.02,0.20,30,0.21,60,0.00
032071,長榮中信0C購04,"2,797,000",108,"8,737,600",3.11,3.50,2.97,3.17,+,0.21,2.97,30,3.17,9,0.00
032072,裕民中信0A購02,"341,000",40,"158,020",0.49,0.49,0.39,0.39,-,0.21,0.38,30,0.39,20,0.00
032073,萬海中信0A購01,"2,665,000",408,"7,444,220",2.61,2.97,2.58,2.80,+,0.36,2.80,11,2.90,28,0.00
032074,慧洋中信0A購02,"42,000",9,"66,390",1.57,1.70,1.53,1.70,-,0.12,1.41,10,1.70,10,0.00
032075,國喬兆豐0B購01,"10,000",1,"8,800",0.88,0.88,0.88,0.88,+,0.04,0.73,10,0.76,10,29.05
032076,中石化兆豐0B購02,"598,000",3,"223,280",0.34,0.38,0.34,0.38,X,0.00,0.36,10,0.38,10,13.55
032077,華新兆豐0A購02,0,0,0,--,--,--,--, ,0.00,1.18,10,1.27,10,25.90
032078,台玻兆豐0B購02,"205,000",21,"490,290",2.42,2.42,2.25,2.25,X,0.00,2.21,4,2.25,10,33.15
032079,大成鋼兆豐0B購02,"82,000",8,"122,710",1.54,1.54,1.44,1.44,X,0.00,1.24,10,--,0,45.75
032080,華邦電兆豐0C購01,"61,000",5,"102,640",1.70,1.71,1.57,1.57,-,0.18,1.55,10,1.56,10,33.65
032081,台泥永豐0A購01,"20,000",2,"9,900",0.49,0.50,0.49,0.50,+,0.03,0.50,100,0.51,62,51.90
032082,台聚永豐0A購04,"523,000",24,"153,250",0.26,0.33,0.25,0.25, ,0.00,0.24,115,0.25,7,36.30
032083,華夏永豐0A購02,"15,000",2,"2,100",0.14,0.14,0.14,0.14,+,0.02,0.11,110,0.12,100,36.50
032084,亞聚永豐0A購03,"1,884,000",46,"510,100",0.26,0.32,0.23,0.25,+,0.01,0.24,100,0.25,50,32.65
032085,台達化永豐0A購02,0,0,0,--,--,--,--, ,0.00,0.23,499,0.24,49,42.70
032086,台苯永豐0A購02,"31,000",1,"12,710",0.41,0.41,0.41,0.41,X,0.00,0.36,499,0.37,100,20.85
032087,國喬永豐0A購02,"324,000",21,"73,470",0.25,0.25,0.19,0.20,-,0.03,0.19,102,0.20,99,29.05
032088,聯成永豐0A購04,"62,000",6,"16,470",0.28,0.28,0.25,0.25,+,0.03,0.22,102,0.23,27,26.15
032089,中石化永豐0A購03,"1,042,000",15,"233,250",0.21,0.23,0.20,0.20, ,0.00,0.20,100,0.21,62,13.55
032090,遠東新永豐0A購02,"1,000",1,200,0.20,0.20,0.20,0.20, ,0.00,0.19,100,0.20,25,31.85
032091,儒鴻永豐0A購01,"313,000",11,"182,010",0.65,0.65,0.56,0.57,-,0.10,0.58,100,0.59,43,606.00
032092,聚陽永豐0A購01,"170,000",7,"64,000",0.40,0.41,0.35,0.38,-,0.03,0.37,100,0.38,62,260.00
032093,華新永豐0A購02,"22,000",3,"13,580",0.65,0.65,0.59,0.59,-,0.06,0.55,105,0.59,8,25.90
032094,大亞永豐0A購02,"55,000",10,"34,650",0.73,0.73,0.57,0.57,-,0.10,0.58,100,0.60,75,28.35
032095,台玻永豐0A購03,0,0,0,--,--,--,--, ,0.00,0.97,100,1.07,10,33.15
032096,中鋼永豐0A購05,"1,082,000",76,"245,690",0.22,0.25,0.20,0.21,-,0.14,0.19,110,0.21,19,35.50
032097,東鋼永豐0A購05,"60,000",5,"10,650",0.19,0.19,0.17,0.18,-,0.02,0.15,100,0.18,128,48.50
032098,燁輝永豐0A購05,"14,000",1,"8,960",0.64,0.64,0.64,0.64,X,0.00,0.62,100,0.64,11,23.10
032099,大成鋼永豐0A購05,"92,000",7,"32,910",0.36,0.40,0.33,0.33,-,0.05,0.33,100,0.34,62,45.75
032100,台船永豐0A購02,"930,000",61,"535,900",0.61,0.65,0.51,0.51,+,0.04,0.51,38,0.54,12,26.65
032101,旺宏永豐0A購02,"12,000",2,"15,820",1.33,1.33,1.31,1.31,-,0.14,1.33,499,1.34,100,43.90
032102,華邦電永豐0A購04,"248,000",4,"83,320",0.34,0.34,0.30,0.30,-,0.06,0.29,100,0.30,90,33.65
032103,友達永豐0A購04,"358,000",16,"50,130",0.14,0.15,0.13,0.14,-,0.04,0.12,30,0.14,162,20.80
032104,長榮永豐0A購09,"141,000",25,"488,310",3.95,3.95,3.21,3.21,-,0.19,3.21,190,3.51,161,133.50
032105,新興永豐0A購02,"865,000",27,"729,220",0.84,0.93,0.70,0.75,-,0.08,0.70,100,0.71,12,28.50
032106,裕民永豐0A購02,"529,000",33,"708,740",1.43,1.46,1.16,1.16,-,0.17,1.15,105,1.16,8,58.60
032107,榮運永豐0A購02,"826,000",26,"558,410",0.73,0.75,0.64,0.68,-,0.02,0.65,499,0.67,50,23.90
032108,萬海永豐0A購04,"31,000",8,"209,900",6.65,6.80,6.65,6.65,+,1.05,6.45,50,--,0,205.50
032109,台航永豐0A購03,"15,000",1,"27,900",1.86,1.86,1.86,1.86,X,0.00,1.84,499,1.94,10,44.85
032110,慧洋永豐0A購04,"12,000",2,"26,700",2.45,2.45,2.15,2.15,X,0.00,2.11,499,2.21,10,71.70
032111,台表科永豐0A購01,"178,000",4,"52,240",0.30,0.30,0.27,0.27, ,0.00,0.27,101,0.28,37,122.50
032112,GIS永豐0A購01,0,0,0,--,--,--,--, ,0.00,0.07,100,0.10,50,104.50
032113,惠特永豐0A購03,"590,000",6,"545,250",0.90,0.94,0.90,0.93,-,0.02,0.88,499,0.90,29,172.00
032114,鴻海第一14購01,"3,727,000",55,"947,250",0.28,0.28,0.25,0.26,-,0.01,0.25,359,0.26,124,111.50
032115,上証2X凱基0C購03,"58,000",10,"155,240",2.81,2.81,2.56,2.56,-,0.26,2.55,100,2.56,8,67.25
032116,SGBR2X凱基0B購02,0,0,0,--,--,--,--, ,0.00,2.54,100,2.55,10,8.74
032117,台聚凱基0A購03,0,0,0,--,--,--,--, ,0.00,0.50,100,0.52,10,36.30
032118,台聚凱基12購02,"211,000",8,"129,230",0.62,0.65,0.55,0.56,+,0.02,0.55,100,0.56,70,36.30
032119,華夏凱基0A購01,0,0,0,--,--,--,--, ,0.00,0.26,100,0.27,100,36.50
032120,台達化凱基0A購03,0,0,0,--,--,--,--, ,0.00,0.19,100,0.20,100,42.70
032121,台達化凱基0A購04,0,0,0,--,--,--,--, ,0.00,0.34,100,0.35,100,42.70
032122,中石化凱基0A購02,0,0,0,--,--,--,--, ,0.00,0.38,100,0.39,50,13.55
032123,力鵬凱基0A購01,"57,000",13,"27,580",0.52,0.52,0.47,0.48,-,0.04,0.46,100,0.47,50,12.25
032124,華榮凱基0A購02,"891,000",31,"1,177,650",1.33,1.38,1.20,1.20,-,0.20,1.20,100,1.21,50,26.00
032125,宏泰凱基0A購02,"117,000",15,"38,690",0.41,0.41,0.31,0.32,-,0.18,0.30,205,0.32,10,27.10
032126,中鋼凱基12購02,"25,000",3,"11,420",0.46,0.46,0.43,0.43,-,0.02,0.43,100,0.44,100,35.50
032127,中鋼凱基14購03,"209,000",12,"95,530",0.45,0.47,0.44,0.44, ,0.00,0.43,100,0.44,100,35.50
032128,東鋼凱基12購02,0,0,0,--,--,--,--, ,0.00,0.56,100,0.57,100,48.50
032129,東鋼凱基14購02,0,0,0,--,--,--,--, ,0.00,0.34,100,0.35,100,48.50
032130,春源凱基12購01,"341,000",26,"163,570",0.43,0.49,0.43,0.46,+,0.03,0.45,100,0.46,100,22.45
032131,春源凱基14購01,"131,000",14,"62,240",0.47,0.50,0.46,0.47,+,0.07,0.46,101,0.47,100,22.45
032132,中鋼構凱基12購01,0,0,0,--,--,--,--, ,0.00,0.31,499,0.32,499,42.10
032133,中鋼構凱基14購01,0,0,0,--,--,--,--, ,0.00,0.36,499,0.37,499,42.10
032134,燁輝凱基12購01,"1,464,000",38,"1,260,640",0.79,0.99,0.79,0.79,-,0.06,0.78,10,0.87,10,23.10
032135,燁輝凱基14購01,"1,314,000",30,"1,180,570",0.86,0.93,0.82,0.82,-,0.03,0.80,101,0.90,10,23.10
032136,大成鋼凱基12購02,"10,000",1,"5,700",0.57,0.57,0.57,0.57,-,0.01,0.53,100,0.54,100,45.75
032137,大成鋼凱基14購03,"1,826,000",18,"1,060,040",0.58,0.61,0.56,0.56,-,0.03,0.55,100,0.56,100,45.75
032138,台船凱基0A購01,"1,777,000",70,"1,610,650",0.90,1.03,0.83,0.84,+,0.08,0.82,102,0.83,50,26.65
032139,華邦電凱基0A購10,"8,000",2,"9,640",1.23,1.23,1.19,1.19,-,0.14,1.18,100,1.19,50,33.65
032140,華邦電凱基0A購11,"11,000",2,"11,330",1.03,1.03,1.03,1.03,-,0.05,0.92,100,0.93,50,33.65
032141,聯發科凱基0A購09,0,0,0,--,--,--,--, ,0.00,1.63,100,1.73,10,985.00
032142,益航凱基0A購01,"15,000",2,"17,800",1.26,1.26,1.04,1.04,X,0.00,0.89,100,0.99,10,14.15
032143,長榮凱基0A購16,"686,000",42,"3,965,000",5.55,6.30,5.30,5.30,-,0.10,5.20,1,5.80,2,133.50
032144,長榮凱基0B購09,"255,000",28,"871,980",3.34,4.00,2.87,3.65,+,0.31,3.05,1,3.65,3,133.50
032145,長榮凱基11購02,"110,000",18,"491,310",4.59,4.98,4.35,4.35,-,0.15,4.33,100,5.15,20,133.50
032146,新興凱基0A購02,"20,000",2,"19,700",1.00,1.00,0.97,0.97,+,0.09,0.78,100,0.88,10,28.50
032147,裕民凱基0A購02,0,0,0,--,--,--,--, ,0.00,0.92,100,1.02,10,58.60
